211|210|Вячеслав|09.06.2015|Замена дисплея Pocketbook 360 сколько стоит и возможен ли ремонт м.Коломенская|3200 за день.|user211@mail.ru
212|210|Александр|08.06.2015|Добрый день!Прошу уточнить: возможна ли работа с юр.лицом по договору (оплата по безнал.расч.). Работаете ли вы с НДС?| |user212@mail.ru
213|210|Александр|08.06.2015|Ginzzu RS9 Dual, разбито стекло. Можете ли заменить?|У нас нет. Можем выполнить работу по замене.|user213@mail.ru
214|210|Андрей|03.06.2015|Добрый день. проблема с микрофоном (меня не слышат оппонент). Подскажите, сколько будет стоить замена и время работы.|Надо знать модель телефона.|user214@mail.ru
215|210|Евгений|02.06.2015|Добрый день! Необходимо в день обращения заменить дисплей на NOKIA Asha 300. Есть ли в наличии дисплей на 02.06.15г. и сколько будет общая стоимость замены.|Есть в наличии сделаем сразу, 1500.|user215@mail.ru
216|210|Vladimir|01.06.2015|добрый день!разболтался штекер зарядки на Samsung G3 (не родной - китаец) - или отошла пайка на разъеме или сам разъем накрылся - сколько будет стоить ремонт?|800 руб.|user216@mail.ru
217|210|Андрей|28.05.2015|Добрый день!Книга Kobo touch n905c. При заряде более 50% сама постоянно жмет на кнопки. Когда заряд падает жмет иногда. Проблема аппаратная, поскольку происходит это и под никелем и под андроидом. Во сколько примерно обойдется ремонт?|Надо смотреть.|user217@mail.ru
218|210|Ксения|26.05.2015|Добрый день, интересует стоимость замены сенсорного стекла (только стекла) в HTC dual sim (e802) (само стекло есть).Спасибо.|1800.|user218@mail.ru
219|210|Михаил|25.05.2015|Добрый день. Nokia Lumia 930 на экране появилось желтое пятно которое расползалось по всей площади, изменило цвета (белый на желотоватый, у других сменился оттенок). Скорее всего нужна замена экрана (всего корпуса). Будет ли такой экран в наличие на Новослободской 30.05.2015 и смогут ли поменять за день? Спасибо.|Экран есть, цена на сайте.|user219@mail.ru
220|220|Евгений|21.05.2015|Подскажите, замена кнопки питания на Lumia 925 и приклеить дисплей (от перегрева немного отошел) можно будет сделать на Проспекте мира? Стоимость также интересует.|1500.|user220@mail.ru
221|220|Никита|15.05.2015|samsung nexus 10 хочу поменять аккумулятор.есть они в наличии?? и сколько стоит акк и замена?|Есть. 2000|user221@mail.ru
222|220|Сергей|13.05.2015|день добрый! интересует ремонт Мегафон логин плюс. Разбит экран. Это возможно?|Позвоните в офис в Кузьминки. Там был такой экран.|user222@mail.ru
223|220|Андрей|13.05.2015|Добрый день!Phillips Xenium x623 не слышно собеседника в телефоне. Громкая связь и наушники работают нормально. Что можно сделать и сколько будет стоить ремонт?|Надо поменять слуховой динамик. Цена вопроса 700 руб.|user223@mail.ru
224|220|Татьяна|12.05.2015|Здравствуйте! У меня нокия 808, упал, на экране сетка, всё работает, нужна полная замена экрана или возможна замена стекла. И ещё вопрос: при наличии стекла (или экрана на складе) за сколько (по времени) можно его починить?| |user224@mail.ru
225|220|Анастасия|08.05.2015|Здравствуйте! Имеется nokia 7390 бронза. Необходима замена дисплея (на сколько я понимаю, у нее модуль из двух) и корпуса (есть проблемы с задней крышкой из-за вздутости аккумулятора, все разболталось, экран перегружается из-за отхода аккумулятора, ПО менялось на актуальное). Корпус хотелось бы такой же бронзовый. Подскажите, пожалуйста, стоимость и сроки.|Надо посмотреть. Думаю в 2000 уложимся.|user225@mail.ru
226|220|Татьяна|08.05.2015|Доброе утро!Возможна ли замена контроллера питания планшета Samsung 5210?Какая стоимость?Спасибо!|Замена контролера питания samsung 5210 составит 6000 руб.|user226@mail.ru
227|220|роман|08.05.2015|сколько стоит заменя задней панели на SONY XPERIA Z1? и есть проблемы с микрофоном и динамиком,микрофон-меня плохо слышит аппонент,динамик- тихо стал играть. телефон находится на гарантии|Отнесите по гарантии. Если там откажут, то обращайтесь.|user227@mail.ru
228|220|Евгений|06.05.2015|Добрый день, уже пользовался вашими услугами на павелецкой, все понравилось. Теперь вот xiaomi mi3 уронили, треснул дисплей и отказал тач, примерная стоимость?|У нас такого нет. Вы можете самостоятельно заказать деталь и мы вам ее поменяем.  В данном случае вам требуется модуль дисплей с сенсорным стеклом.|user228@mail.ru
229|220|Ирина|02.05.2015|Здравствуйте, сломался разъём micro USB у телефона THL W8, сколько будет стоить замена? И такой вопрос, у меня есть аппараты(xperia x10 mini pro и планшет Huawei), которые сломаны, но разъёмы вроде целы, можно ли будет использовать их в качестве доноров? и сколько будет стоить такая замена|У всех этих разъемов разные посадочные места. Замена разъема на Thl w8 обойдется в 1200 руб.|user229@mail.ru
230|230|Иван|25.04.2015|Здравствуйте, сломался разъем в power blank, он такой же как в андройде, сможете ли вы его починить? нужна лишь смена его, так как старый развалился?|Можем.|user230@mail.ru
231|230|Сергей Иванович|23.04.2015|Не видит сим-карту нокия люмия 820|Увидит. Приносите.|user231@mail.ru
232|230|Андрей|22.04.2015|Интересует стоимость замены тачскрина на модель телефона LG G2, а так же сроки ремонта.|7200. Меняется вместе с дисплеем единым модулем.|user232@mail.ru
233|230|Элеонора|21.04.2015|Добрый день.Какова стоимость замены стекла без дисплея на lenovo s960(стекло своё)Спасибо!|Такое стекло меняется вместе с дисплеем. Отдельно не меняется.|user233@mail.ru
234|230|nik|21.04.2015|добрый день делаете ли вы русификацию клавиатуры ноутбука добавление рус букв?|да|user234@mail.ru
235|230|Сергей|21.04.2015|Здравствуйте. Телефон Samsung DUOS B5702. Очень хочу привести его в рабочее состояние. При включении высвечивается ошибка BD0204EE. Возможно произошёл сбой программного обеспечения, либо выход из строя микросхемы флэш-памяти Если подлежит ремонту, то какова цена? Спасибо.|Если прошивка поможет, то 800 руб. Если нет, то денег не возьмем, так как флеш память на плате не меняем.|user235@mail.ru
236|230|Ирина|20.04.2015|Здравствуйте.Занимаетесь ли вы ремонтом планшетв iconbit? Планшет не держит заряд,хватает на 15-20мин. Один раз показал заряд -4%. В чем поломка и сколько стоит ремонт.|Аккумулятор или разъем. Цена 1500 руб.|user236@mail.ru
237|230|Ирина|09.04.2015|Добрый день!Не работает вибрация на телефоне htc one mini2Подскажите, пожалуйста, ориентировочную стоимость и срок ремонта?| |user237@mail.ru
238|230|ольга|06.04.2015|Нетбук iru? выдает ошибку при включении, можно привести к вам на диагностику?|Конечно.|user238@mail.ru
239|230|Олег|06.04.2015|Добрый день! Подскажите, пожалуйста сколько будет стоить ремонт PSP (старая модель 2006 года). В нее попала влага - и кнопки многие перестали реагировать на нажатие. Сама консоль включается, приложения запускаются но управлять невозможно.|Примерно 1000 -1200.|user239@mail.ru
240|240|Дмитрий Перепелин|05.04.2015|"Возможен ли ремонт телефона Nokia 6230i? Телефон ""перестал"" видеть SIM-карту, а также гарнитуру. Кроме того, требуется замена корпуса телефона."|Все вместе 1600.|user240@mail.ru
241|240|Валерия|25.03.2015|Скажите , пожалуйста, занимаетесь ли вы ремонтом телефонов Sony Xperia ZL (C6503).Неисправен контроллер питания и микрофон .Интересует приблизительная цена вопроса и сроки исполнения заказа.|Можем предложить поменять плату. По срокам 1 неделя.|user241@mail.ru
242|240|Александр|25.03.2015|Здравствуйте, отломилась крышка зарядки у Nokia Lumia 800.Есть ли данная зап часть в ваших сервисах (если есть то где?) Сколько по времени займёт ремонт? и сколько будет стоить?|Почти во всех наших сервисах есть эта деталь . Звоните и уточняйте по цвету.|user242@mail.ru
243|240|Konstantin|24.03.2015|Samsung Galaxy Tab4 SM-T-530 blackДобрый день!Сколько будет стоить замена дисплея+тачскрин у моего планшета? Просьба указать цену отдельно за работу и за стоиомтсь дисплея+тачскрин.|Работа 2500. Детали 7500.|user243@mail.ru
244|240|Дмитрий|24.03.2015|Asus MemoPad K001 треснул экран,сколько будет стоить ремонт?|Скорее всего треснуло сенсорное стекло. Уточните.|user244@mail.ru
245|240|мария|23.03.2015|сколько стоит ремонт разъема для зарядки в телефоне самсунг I9260? и сколько это по времени?|1200|user245@mail.ru
246|240|Олег|22.03.2015|Можно ли у Вас заменить сенсорный экран планшета мегафон логин 3 и сколько примерно это будет стоить?|3000|user246@mail.ru
247|240|Maxat Salamatov|19.03.2015|У меня китайский тел.-SAMSUNG I9305( оригинал).В телефоне только один язык - китайский. Можно ли, сделать прошивку и установить язык - русский?Сколько будет стоит такая услуга?|1200.|user247@mail.ru
248|240|Канат|18.03.2015|У меня планшет завис на логотипе Самсунг, сколько будет стоить прошивка?! ( Samsung galaxy note 10.1 n8000 )|1400.|user248@mail.ru
249|240|Василий|11.03.2015|Добрый день! Телефон BB Z10 замена дисплея (разбит) цена вместе с работой какая?|Цена указана на сайте.|user249@mail.ru
250|250|Альберт|09.03.2015|"Была проблема: ""Windows обнаружила неполадки жёсткого диска"", после этого периодические синие экраны, потом вовсе перестала загружаться система. Нужна замена жёсткого диска HDDБ сколько это будет стоить?"|Зависит от объема жесткого диска.|user250@mail.ru
251|250|Анастасия|03.03.2015|Здравствуйте.У меня такая проблема.Модель моего телефона Samsung Galaxy S3 i9300.Я удалила альбом с фото из памяти телефона.Хотелось бы их восстановить.Можете ли Вы в этом помочь?|Можно попробовать. |user251@mail.ru
252|250|Виктор|25.02.2015|Телефон htc amaze 4g,неисправен контроллер питания(не включается ни от аккумулятора,ни от зарядки).Возможен ли ремонт и если возможен,стоимость?|Возможно. Надо смотреть.|user252@mail.ru
253|250|Дмитрий|20.02.2015|Добрый день.Philips W732Подскажите пожалуйста ориентировочную стоимость ремонта - отсутствие звука в наушниках,на дисплее появляется значок наушников,громкость максимальная,звук отсутствует.Наушники исправны.|1000-1200 руб. Делается за 1 час.|user253@mail.ru
254|250|Станислав|15.02.2015|Добрый день. На Samsung galaxy S4 9502 Duos разбит монитор . У Вас возможна замена монитора в сборе? Стоимость, сроки.|На сайте указана цена. делаем в течении 1-го дня.|user254@mail.ru
255|250|Александр|14.02.2015|Здравствуйте!Абсолютно новый телефон Sony Experia C3 D2533. Треснул экран. Сколько будет стоить замена у вас? И сколько по времени это займет? Спасибо!|8000. За 3 часа.|user255@mail.ru
256|250|Елизавета|14.02.2015|Здравствуйте!У Sony Xperia ZR C5502 треснул экран,после чего перестал работать сэнсор.Сколько будет стоить ремон,сколько времени он займет и в течение какого времени будет действовать гарантия?|5800. 1 день.|user256@mail.ru
257|250|Денис|13.02.2015|видит симкарту но не ловит сеть на SONY XPIREA Z3|Надо смотреть. |user257@mail.ru
258|250|Денис|13.02.2015|сколько стоит замена платы на sony XPIRIA z3 dual и сколько ждать?гарантии есть?|10000 и ждать примерно неделю.|user258@mail.ru
259|250|Сергей|13.02.2015|Здравствуйте сколько будет стоить замена контроллера вывода изображения на самсунг galaxy note 2014 edition|3000.|user259@mail.ru
260|260|владимир|09.02.2015|Сколько стоит заменить разъём сим карты для LG 3DP920|1800|user260@mail.ru
261|260|Надя|09.02.2015|Здравствуйте. На смартфон попала вода. Просушила, через 2 недели перестал включаться. Вибрирует, когда вставляешь аккумулятор, на 2 секунды загорается экран и снова затухает. Сколько будет стоить ремонт?|1000 р.|user261@mail.ru
262|260|Антон|08.02.2015|Сколько будет стоить замена видео чипа на ноутбуке ASUS K50AD|7500|user262@mail.ru
263|260|Борис|07.02.2015|Добрый день.Подскажите сколько будет стоит замена дисплея на  телефоне philips xenium i908 и какие сроки на ремонт?Спасибо|6000. 1 день|user263@mail.ru
264|260|Андрей|06.02.2015|Здравствуйте. Требуется замена стекла и буквенной раскладки в philips xenium x503 черный. Можно ли отремонтировать на месте. Спасибо.|Замена стекла 900 р. замена клавиатуры 800.|user264@mail.ru
265|260|олег|02.02.2015|при падении согнулась рамка вокруг дисплея сможете ли вы мне ее заменить сколько будет стоить работа модель samsung galaxy s4 9506|2000.|user265@mail.ru
266|260|павел|30.01.2015|ASUS ME302KL ТРЕСНУТО СТЕКЛО И НЕТ РЕАКЦИИ НА ПРИКОСНОВЕНИЯ.ЕСТЬ ВОЗМОЖНОСТЬ ЕГО ЗАМЕНИТЬ?|7500|user266@mail.ru
267|260|Яков|29.01.2015|Добрый день. Ремонтируете ли вы телефоны Meizu?| |user267@mail.ru
268|260|Яков Сергеевич|22.01.2015|sony xperia m2 dual... нужно заменить нижнюю плату с микрофоном и вибровызовом... интересует стоимость с запчастью|2500.|user268@mail.ru
269|260|Татьяна|21.01.2015|у меня sony ericsson w300i в нем разбит экран запчасть есть. Сколько будет стоить его замена у вас?|500 руб.|user269@mail.ru
270|270|Дмитрий|15.01.2015|Сколько на сегодняшний день стит стекло оригинал на Lumia930?Даете ли вы после ремонта товарно кассовый чек нужен для отчетности в бухгалтерию.Если сдать телефон в ремонт на коломенской то через какое время он будит готов?|За денб сделаем. Цена указана на сайте. Дек кассовый даем.|user270@mail.ru
271|270|Павел|12.01.2015|Планшет самсунг n8000 перестал загружаться, сисит на заставке downloading... Do not turn off target// И так 2 дня , не выключается.|Надо смотреть. Диагностика бесплатная.|user271@mail.ru
272|270|Светлана|12.01.2015|Здравствуйте! Не грузится Гелакси Таб 2 - при нажатии пуска+громкости - ничего не перегружается( при подключении к зарядке - показывает заряжающуюся батарею, 100% - и при включении зависает на названии модели(( Что делать? Данные терять не хотелось бы на нем!|Скорее всего надо перепрошить. Принесите посмотрим.|user272@mail.ru
273|270|Елена|12.01.2015|Здравствуйте. сколько будет стоить замена стекла дисплея телефона LG Nexus? Именно работа, стекло есть новое в наличии.Спасибо.|1300.|user273@mail.ru
274|270|Андрей|24.12.2014|Добрый день!Скажите! А есть в наличии дисплей (экрана) сенсорного стекла Sony Xperia Z3(черный) Compact. Если есть то сколько будет стоить замена+деталь?|Есть. Цена по сайту. Сделаем в течении дня.|user274@mail.ru
275|270|Юлия|20.12.2014|Здравствуйте. Остаток обрезанной для другого телефона симки застрял в гнезде, его попробовали вытащить, смогли только часть(Стоимость ремонта?|Заменить сим разъем. Надо знать модель телефона.|user275@mail.ru
276|270|Григорий|18.12.2014|"Здравствуйте. Требуется Срочная замена дисплея "" тачскрин"" для телефона SONY XPERIA Z3 COMPACT BLACK. уронил телефон, разбиля экран, пользоваться аппаратом не могу. HELP скоро Новый ГодС Уважением Григорий"|Без проблем.|user276@mail.ru
277|270|Сергей|11.12.2014|Сколько стоит замена дисплея с сенсорным стеклом в сборе на нтс one V| |user277@mail.ru
278|270|Пётр|26.11.2014|Здравствуйте.Нужна замена экрана(разбит)на Nokia Lumia 1520 .Какова цена ремонта,время ремонта?Когда можно будет привезти в Кузьминки?|Цена на сайте указана. Утром приносите, вечером уже сможете забрать.|user278@mail.ru
279|270|Илья|25.11.2014|На нокии с2-01 шлейф экрана припаян или нет? просьба ответ скинуть на мэйл.Спасибо.|Да.|user279@mail.ru
280|280|Любовь|24.11.2014|Скажите сколько стоит замена стекла планшета asus vivotab smart me400c?|Последний раз было 6000 с работой. |user280@mail.ru
281|280|Енлик|19.11.2014|Здраствуйте! подскажите пожалуйста у меня есть телефон LG KE800.Залила водой. Экран не горит. не включается. цена ремонта и где можно починить?|Надо делать бесплатную диагностику. В любом из сервисов.|user281@mail.ru
282|280|Евгений|16.11.2014|Возможна ли только замена стекла на смартфоне Филипс I928?| |user282@mail.ru
283|280|Дмитрий|12.11.2014|Здравствуйте!Ремонтом планшета с windows вы занимаетесь?Не включается планшет,вроде проблема с биосом.|Занимаемся|user283@mail.ru
284|280|Алексей|12.11.2014|На сайте определена конкретная цена за замену дисплея смартфону Леново Р780 - 4100 рублей. Однако по телефону мастер (м.Кузьминки) сказал, что цена за замену будет 4800 рублей, и при ремонте взял эту сумму. Объяснил тем, что закупка была по другой цене, а цены на сайте не актуальны и ориентироваться на них не стоит. Хотя выбор Вашей компании осуществлялся всё таки по сравнению цен сайтов. Нормальная ли эта ситуация в Вашей компании.|Пол года назад доллар стоил 32 рубля, щас 53. Из за этой нестабильности меняется цена закупки. Менять цены постоянно мы не в состоянии. приносим свои извинения.|user284@mail.ru
285|280|Станислав|08.11.2014|Проблема с телефоном Lenovo p780После неудачной прошивки не включается, возьметесь за решение проблемы? и сколько будет стоить?|Возмемся. Надо взглянуть.|user285@mail.ru
286|280|Данила|03.11.2014|Nokia 8800 разбит экран. Не включается. Что может быть? И сколько ремонт стоит?|Стоимость замены дисплея на сайте указана. А остальное надо смотреть.|user286@mail.ru
287|280|Екатерина|30.10.2014|Добрый день!Интересует стоимость и сроки замены дисплея sony xperia z3| |user287@mail.ru
288|280|Наталья|27.10.2014|Здравствуйте подскажите сколько стоит замена тачскрина на сони иксперия м2 дуал? есть ли он в наличии? если нет то сколько по времени займет ремонт?(вместе с ожиданием запчасти)|Замена сенсорного стекла на Sony Xperia M2 Dual D2302 стоит 1800 руб. За день сделаем|user288@mail.ru
289|280|Олег|20.10.2014|Здравствуйте!В телефоне Philips W737 при просмотре видео фильма перестал работать динамик. Звук отсутствует и при всех входящих звонках и сообщениях. При присоединении наушников все хорошо слышно. Видимо надо менять динамик? Есть ли у вас в запчастях  динамики на W737?|Динамик скорее всего накрылся.|user289@mail.ru
290|290|денис|19.10.2014|нокиа люмия 720 не работают нижние кнопки не реагируют?|Надо менять сенсор.|user290@mail.ru
291|290|Ян|11.10.2014|Здравствуйте. Мерцает и моргает экран на сони Z1. Это контроллер изображения? Нужно менять экран?| |user291@mail.ru
292|290|Алёна|05.10.2014|Здравствуйте! Разбит дисплей у Nokia Lumia 820. При подключении к ПК не обнаруживаются данные в памяти телефона и на карте памяти. Возможно ли как-то это исправить/перенести информацию с телефона без ремонта дисплея, и вообще, связано ли это?|Замена дисплея (экрана) Nokia Lumia 820 оригинал- 4500 руб. Изъять данные из телефона без ремонта - 1500 руб. в офисе на Павелецкой. Диагностика бесплатная.|user292@mail.ru
293|290|Виктория|05.10.2014|Здравствуйте!Телефон китайский Samsung Star 9930i. Временами пропадает звук при разговоре с собеседником, сначала появляется треск, потом все пропадает. Ни я, ни собеседник не слышим друг друга. Сколько буде стоить ремонт?|С такой проблемой необходимо провести бесплатную диагностику, после которой сможем сказать фиксированную цену.|user293@mail.ru
294|290|Сергей|02.10.2014|Здравствуйте. У Вас курьерская служба работает, на протяжении длительного времени телефон временно не доступен, перезвонить позже. Мне надо отремонтировать разъём питания Nokia 6070.| |user294@mail.ru
295|290|Владимир|29.09.2014|Добрый день! Купили Nokia E5, знаки препинания и символы на клавиатуре не совпадают с набираемыми. Похоже, попалась оригинальная клавиатура, с нанесенными русскими буквами. Знак @ справа от пробела, а должен быть на кнопке c буквами S/Ы. В общем, нужна такая клавиатура: http://mobiround.ru/catalog/c1637/b305/p8444/Есть ли в наличии? Замену оплачу (не по гарантии).|В наличии такой клавиатуры нет. Если принесете свою, то работа по замене будет стоить 500 руб.|user295@mail.ru
296|290|Михаил|26.09.2014|Аппарат Acer S200, проблеммы со звуком в наушниках (далекий звук голоса, эффект бульканья, буд-то добавлен эффект караоке). Наушники исправные и без наушников звук нормальный.Это гнездо менять надо или проблемма глубже?!|Да, возможно надо менять разъем наушников. Замена разъема гарнитуры Acer S200 - 1500 руб. Но лучше сделать диагностику для точного выявления неисправности.|user296@mail.ru
297|290|Елена|25.09.2014|Сколько стоит замена экрана (монитора, стекла) у планшета samsung galaxy note 10.1 n8000 (белый цвет) и телефона Nokia Lumia 625| |user297@mail.ru
298|290|Майя|22.09.2014|Добрый день. То туго то глючит сенсоор из-за того что упал планшет, трещинка на экране не сильно заметна при работе. Интересует цена на замену сенсора? на ремонт сенсора? на замену стекла? Планшет Surfer 8.31 3G|На эту модель Explay запчастей нет|user298@mail.ru
299|290|Бакыт|20.09.2014|Здраствуйте! подскажите пожалуйста, у меня nokia lumia900 клавища звука нажимается само сабой и всегда звук на нуле поднимаю не поднимается в экране отображается что звук на нуле?|Ремонт кнопки громкости на nokia lumia 900 будет стоить 1200 руб.|user299@mail.ru
300|300|сергей|17.09.2014|htc cha cha залил водойэкран не горит,по звуку включаетьсяцена ремонта и где есть запчасти| |user300@mail.ru
