823|820|Анна|16.12.2010|сколько будет стоить замена тачскрина, дисплея и корпуса для nokia n97 mini?все запчасти у нас уже есть.|Приблизительно 1000-1200 рублей в зависимости от качества корпуса и тачскрина.|user823@mail.ru
824|820|Александр|16.12.2010|HTC MAX 4G. Почти совсем пропал внешний звук. Через наушники все хорошо слышно.Возможна ли замена динамика в моем присутствии? Если - да, то сколько это стоит?|В течение часа 1400 руб.|user824@mail.ru
825|820|Анатолий|15.12.2010|Верту (копия) после установки и подключения сим-карты перестал включаться.| |user825@mail.ru
826|820|юля.|14.12.2010|У меня телефон Nokia и не срабатывают почему то кнопки. Подскажите пожалуста сколько будет стоить работа?|Ремонт клавиатурной подложки от 500 руб. Диагностика бесплатно.|user826@mail.ru
827|820|наталья|13.12.2010|Здравствуйте!я нечаянно постирала свой телефон Sony  Ericsson в стиральной машине.Телефон целый,не разбит.Сим-карта работает,карта памяти тоже в порядке.Но сам аппарат не включается.Скажите,пожайлуста,есть ли возможность восстановить телефон в такой ситуации?Если есть,то сколько времени займет ремонт и  сколько будет стоить максимальная стоимость ремонта?Заранее спасибо.|Цена зависит от модели. Восстановление после влаги от 600 руб. Диагностика бесплатно.|user827@mail.ru
828|820|Елена|10.12.2010|мой телефон LG KP500 упал в воду, у него работает звук, он включается, но экрана совсем не видно. Сколько рублей будет стоить такая починка телефона?|Замена дисплея 2200 руб. Плюс устранение следов попадания влаги от 500 руб.|user828@mail.ru
829|820|Роман|07.12.2010|Здраствуйте,такая проблема,не работает динамик внешний на SE W890i,сколько будет стоить ремонт???|Замена динамика 900 руб. 40 мин.|user829@mail.ru
830|830|Cергей|06.12.2010|Здравствуйте,samsung GT-s5230 замена сенсорного дисплея-сколько занимает по времени и на сколько гарантия?|В течении часа. Гарантия месяц.|user830@mail.ru
831|830|Артем|17.11.2010|Здравствуйте. А вы занимаетесь ремонтом с другими регионами? наложенным платежом ? и скажите вы высылаете запчасти ? если да то мне нужна основная плата на Nokia 6700c скка это будет стоит? Заранее спасибо!|Такой платы у нас нет|user831@mail.ru
832|830|Мария|15.11.2010|sony ericsson S500i экран не горит, то есть все остальное полностью работает: звонит, играет и т.д., а экран черный.Почему? Что нужно сделать? сколько будет стоить?| |user832@mail.ru
833|830|Андрей|14.11.2010|Сколько будет стоить и займёт времени замена телефонного динамика на glofiish x600, а также восстановление работоспособности клавиатурного блока на верхней части слайдера sony ericsson g705? заранее спасибо!|Замена динамика в течении часа, 1200 руб. А с G705 надо делать диагностику. Приблизительно 1800 руб.|user833@mail.ru
834|830|Ольга|12.11.2010|при вызове абонента звонок и отклик не слышно , что за причина , срок и стоимость работы ?|Замена динамика 800 руб - час.|user834@mail.ru
835|830|Татьяна|11.11.2010|Здравствыйте. Nokia 6131 с высоты 1 метр упал на асфальт. Упал на сторону, где находится кнопка включения. С тех пор никаких признаков жизни вообще. Можно починить?| |user835@mail.ru
836|830|Дмитрий|10.11.2010|Добрый день,Занимаетесь ремонтом PspGo?Есть ли у вас бесплатная диагностика?|Занимаемся ремонтом PSP всех моделей. Диагностика бесплатная.|user836@mail.ru
837|830|Вадим|10.11.2010|Здравствуйте! Развалилось колёсико регулятора громкости на ASUS p527. Сколько будет стоить его замена и в какие сроки производите ремонт. С уважением, Вадим.P.S.  Если ответите на мыло укажите адрес своего сайта.|Колесико заменить возможно в течении дня. Примерная стоимость 1500 руб.|user837@mail.ru
838|830|Сергей|09.11.2010|Phillips X550Необходима замена платы. (разъело дорожки хлором, попала вода из бассейна. После просушки телефон работал неделю.Цена ремонта?| |user838@mail.ru
839|830|дмитрий|08.11.2010|Добрый день.разбит экран у nokia c1000 (китайский с тв)сколько будет стоить замена экрана?|Если дисплей подберется, то замена будет стоить примерно 1600 руб. |user839@mail.ru
840|840|Екатерина|07.11.2010|Siemens S88 замена дисплея - если есть и сколько будет стоить?|К сожалению таких дисплеев нет|user840@mail.ru
841|840|Екатерина|04.11.2010|Треснуло сенсорное стекло на навигаторе Prestigio, требуется замена. Можете ли помочь и сколько будет стоить? Спасибо.| |user841@mail.ru
842|840|Александр|02.11.2010|Nokia E75. Поменять корпус (новый корпус есть) + не работают 2 клавиши на внешней клавиатуре.Сколько это будет стоить?| |user842@mail.ru
843|840|Евгений|31.10.2010|кпк gigabyte g smart s1205. лопнул тачскрин . дисплей живой  . тач работает на четверти экрана . сколько будет стоить замена тачскрина? я из нижегородской области!|Замена сенсорного стекла 2300 руб.|user843@mail.ru
844|840|Лилия|28.10.2010|Сколько будет стоить заменить зарядное гнездо (вроде оно не работает (не заряжается)) на Nokia 8800 carbon art? Написанно финляндия.| |user844@mail.ru
845|840|Света|21.10.2010|телефон не видит симку и звука неть сони эрикссон W880i и хочу корпус сменить. сколько это буит стоить???|Замена динамика 900 руб. Замена микросхемы отвечающей за симку 800 руб. Замена корпуса 1200 руб. Диагностика бесплатная. Если будете ремонтировать все сразу, то возможна скидка.|user845@mail.ru
846|840|nasty|20.10.2010|SAMSUNG GT-C3510 экран стал в квадратики, а не четкий как раньше(может это пиксели сбились или что с ним?)сколько будет стоить ремонт?|Возможно дело у Вас в дисплее. Замена 2400 руб. Может быть что-то другое. Диагностика у нас бесплатная.|user846@mail.ru
847|840|Юрий|18.10.2010|Здравствуйте. телефон eten x800. Поймал глюк, кнопки на левой стороне не работают, при включении будто нажаты или залипли. перепрошивка не помогает....|Скорей всего у Вас попадание влаги. Ремонт приблизительно будет стоить 1200 руб. В течении дня.|user847@mail.ru
848|840|Хельга|18.10.2010|Samsung i900 отходит контакт зарядного разъема (зарядка происходит только при удерживании под определенным углом). Необходима замена разъема? и сколько это будет стоить?| |user848@mail.ru
849|840|Нина|12.10.2010|Самсунг D900i вероятно шлейф надо заменить-экран не загорается.2 кнопки не работают.Сколько время и денег?Есть ли гарантия на ремонт?Спасибо за ответ!|Замена щлейфа 1200 руб. в течении 30 минут. Гарантия на выполненные работы 30 дней.|user849@mail.ru
850|850|Татьяна|09.10.2010|cony-ericssonz550i после нахождения в холодном помещении на даче,села батареи,после зарядки изображение пропало.Сколько будет стоить ремонт?| |user850@mail.ru
851|850|Юлия|30.09.2010|Здраствуйте, сони эриксон S500i, что то с разъёмом для флешки, телефон её не видет...Можно ли это сделать и какая цена ?|Конечно сделаем. Примерная цена 800-1500 руб. |user851@mail.ru
852|850|Илья|29.09.2010|Незабываемый полет e ten glofish m700 треснуло стекло,отошел сам переходник между шлейфом,работоспособность экрана конечно проверить не могу,цена и срок ремонта.|1800 руб.|user852@mail.ru
853|850|Ксайн|29.09.2010|ASUS A626. Пролежал на включенной зарядке полгода. После отключения пытался определить батарейку, не смог. После перезагрузки - бутскрин и завис. Работает только с провода, висит на бутскрине. Перепрошивка не помогла. На батарейке есть ~3 В.Нужен именно он, привык уже к нему ;)|1200  руб. и будет все в порядке.|user853@mail.ru
854|850|ОЛЕСЯ|27.09.2010|После хорошего падения телефона (Nokia N95) треснул дисплей и пропало изображение..но снаружи нет трещит..а если включить телефон видно внутри много трещинок на экране...сколько будет стоить замена?|2100 руб. |user854@mail.ru
855|850|Дмитрий|26.09.2010|В Nokia 1661 после падения перестала обнаруживатся симкарта,какова примерная стоимость?|800 руб. |user855@mail.ru
856|850|Дмитрий|24.09.2010|Здравствуйте уважаемый.У мне nokia 6500 Slide - треснул дисплей,подскажите пожалуста примерную стоимость ремона. Зарание спасибо!|1800 руб. |user856@mail.ru
857|850|дмитрий|21.09.2010|у меня Sony Ericsson w880 полетел внешний динамик не слышу вызова сколько стоит ремонт?|1000 руб. |user857@mail.ru
858|850|Любовь|18.09.2010| Самсунг дуос. Не работает вообще. не ронялал, не тонул. Камера перестала работать на 3-й день после покупки, потом начали   глючить   контакты, а потом и вовсе потух. Что можно с этим сделать? |Можно сделать 1600 руб. и 30 минут времени. |user858@mail.ru
859|850|Олег|17.09.2010|SONY PSP 1000С недавнего времени аналоговый джойстик ( кругленькая пимпочка ) - не корректно работает - персонаж бегает сам из стороны в сторонуСколько будет стоить ремонт?  Спасибо|1200 руб. |user859@mail.ru
860|860|Ольга|16.09.2010|Отдыхали на море, телефон Nokia 5530 был в сумке на берегу, начался шторм. Волна попала на сумку,чехол был немного мокрый. Сначала телефон включился,а на второй раз нет и вибрировал долго. Сколько будет стоить ремонт?|От 800 до 1900. Сделаем бесплатную диагностику и скажем точную сумму. После воды только такая схема. |user860@mail.ru
861|860|Андрей|15.09.2010|кпк gigabyte g smart s1205.после падения, на экране появилась хорошая трещина, изображение есть, но не всегда работают иконки на экране.возможно повреждены сенсоры.хотелось бы узнать стоимость ремонта.|1800. |user861@mail.ru
862|860|Роман|10.09.2010|сколько стоит замена дисплея на nokia e71 tv|1500. |user862@mail.ru
863|860|оля|10.09.2010|у сони эриксона HD при падении треснул экран но работает хорошо,сколько будет стоить замена|2200. |user863@mail.ru
864|860|Сергей|09.09.2010|Nokia N72 нет заряда аккумулятора. На зарядном устройстве индикация что заряд идет.На телефоне ни индикации ни заряда.|600 руб. |user864@mail.ru
865|860|Максим|09.09.2010|Пролил на Sony PSP 2000 воду, в меню было такое ощущение что зажата кнопка, сушил 3 дня ничего не изменилось, купил новый аналоговый стик и поставил, стик в меню вообще не работает, либо снова возникает проблемма с тем что в меню все время тянет влево. сколько может стоить ремонт?|1000 руб. |user865@mail.ru
866|860|Костя|08.09.2010| Доброго времени суток! У меня проблема с ASUS P750. Телефон   думает   что к нему подсоединена проводная гарнитура даже тогда когда ее по факту там нет, вследствие чего говорить можно только с ней. Сколько будет стоить ремонт и сколько займет это времени. Спасибо. |1200 руб. |user866@mail.ru
867|860|Олег|06.09.2010|Не идет зарядка на Gloflish x600. Шнуры и зарядка исправны. Сначала долго то заряжался, то нет, потом вообще отказался. Примерно стоимость ремонта?|Примерно 800-1300 руб. |user867@mail.ru
868|860|Юлия|03.09.2010| Телефон Nokia 2650. При нажатии на некоторые кнопки на дисплее появляется не то, что ожидаешь - например, нажимаешь   4  , а появляется   1   (т.е. реально нажимается соседняя сверху кнопка). Можно что-то с этим сделать и сколько будет стоить ремонт? |Устранение даноой неисправности примерно обойдется в 300 руб. |user868@mail.ru
869|860|Геннадий|31.08.2010|Телефон Samsung GT-C3510. Самопроизвольно периодически выходит из сети МТС. Симку проверял на другом телефоне, исправна. При вызове со стороны абонента ему идет сигнал неответа с моей стороны, а я не получаю вызова и не оповещаюсь о том, что мне звонили.Что это за неисправность, стоимость ее ремонта и время ремонта|Может быть нескотлько причин, надо делать диагностику, диагностика бесплатная, примерная цена ремонта 800 руб. |user869@mail.ru
870|870|светлана|28.08.2010|здравствуйте. у меня тел нокиа 5800. при вызове с тел появляется сообщение ошибка подключения. и смс ки не приходят. в чем может быть дело|Телефон надо перепрошивать. Перепрошивка этой модели составит 1200 руб. |user870@mail.ru
871|870|Дмитрий|26.08.2010|Русификация Motorola starTAC:делаете ли и сколько будет стоить?|Этой модели уже 16 лет. Он в процессе русешки просто помереть может, потому что старичок. Не возмемся. А кто возмется тот напрасно так уверен в себе. |user871@mail.ru
872|870|Глеб|23.08.2010|Добрый вечер. Упал аппарат Samsung GT-C3510. После этого экран не горит, хотя внутри слышно, что звук есть. Сколько будет стоить ремонт?|2200.|user872@mail.ru
873|870|елена|22.08.2010|здравствуйте, самсенг e530, открываю крышки, а пол изображения сверху есть, внизу половина белая. я им уже не пользуюсь, но хочу скачать с него фото, а из за дисплея не получается. долго ли это по времени и цена? спасибо!|Выдернуть информацию с Samsung e530 обойдется в 900 руб. Сделаем в течении часа. Если возмете с собой флешку чтобы туда переписать информацию, то вообще будет замечательно, но можем и в текстовом редакторе на электронку скинуть.|user873@mail.ru
874|870|Юрий|20.08.2010|Здравствуйте.Скажите пожалуйста сколько стоит замена (полностью) корпуса(оригинал)на Nokia N85|Корпус на Nokia n85 стоит 1200 руб.+ работа по замене 600 руб.  |user874@mail.ru
875|870|mishka|19.08.2010|сколько будет стоить замена дисплея на  sony ericcson c902???|Загляните пожалуйста в наш раздел цены на ремонт сотовых телефонов. Там есть ответ. http://www.remmob.com/price/tseny_remont_sony_ericsson_c902/|user875@mail.ru
876|870|Сергей|18.08.2010|Доброго времени суток, на Sony PSP начали самопроизвольно срабатывать шифты(боковые кнопки) можно примерно определить стоимость ремонта?|Надо менять кнопочный шлейф PSP. Стоимость 900 руб.|user876@mail.ru
877|870|Жанна|18.08.2010|После хорошего падения телефона (samsung s8300 ultra touch) треснул дисплей и пропало изображение|2200 рублей и все сделаем. |user877@mail.ru
878|870|Alex|18.08.2010|Цена на ремонт указана с учётом запчастей?Замена шлейфа на sasmung d880 1200 руб.|Все цены указаны с учетом запчастей. |user878@mail.ru
879|870|эльдар|16.08.2010|у меня psp не крутится диск в нутре сколько это стоит|Менять привод 2200.|user879@mail.ru
880|880|Артем|16.08.2010|Добрый день, скажите, можно ли на нокиа Е71(серый) заменить корпус и кнопки и сколько это будет стоить?|1200 корпус+300 клавиатура+300 замена. |user880@mail.ru
881|880|Алексей|09.08.2010|Телефон LG KP501. Наступили на телефон, треснул экран(дисплей). на прием работает, Сколько будет стоить ремонт? Заранее спасибо|1800.|user881@mail.ru
882|880|андрей|06.08.2010|у меня телефон нокиа н 73 постоянно сам выключается даже когда его не трогаешь.в чем причина и сколько будет стоить ремонт|800 руб.|user882@mail.ru
883|880|Анастасия|05.08.2010|Здравствуйте, у меня тел Нокиа 6300, я незнаю что там призошло, но ни с того ни с сего, стал набирать при включении 999999....., на звонки ответить не могу, и сама позвонить тоже, может клава не работает?Дело в том что у меня совсем нет денег,но есть тел. Моторолла Е 398, могу ли я вам отдать ее за ремонт своего телефона?Спасибо|Придется еще  докинуть пару соток. |user883@mail.ru
884|880|Евгений|05.08.2010|Доброго времени суток! Трещина на экране при загрузки виснет, ETEN G500+|2500р.|user884@mail.ru
885|880|Борис|04.08.2010|Здравствуйте у меня не работают почти все кнопки на PSP 1000,а еще нужен новый джойстик.сколько будет стоить весь ремонт и сколько займет времени?зарание спасибо.|Кнопки как раз из за джойстика могут не работать. Цена вопроса 1200-1500 руб. за все вместе. |user885@mail.ru
886|880|наташа|30.07.2010|у меня такая проблемма, когда мне звонят , я слышу, а меня нет. это я так понимаю проблеммы с динамиком? телефон сони эриксон w910i . сколько будет стоить ремонт.?|Не совсем правильно, не с динамиком а с микрофоном. 900 руб. 40 минут. |user886@mail.ru
887|880|Алексей|29.07.2010|сколько будет стоить ремонт дисплея на se w580i появилась трещина при падении|1800. Делается в течении 20-и минут. |user887@mail.ru
888|880|Катюща|26.07.2010| Здравствуйте!На Самсунге D 980 не могу войти в меню-кнопки   пляшут  при нажатии на правую сторону меню.Войти так и не получается. Подскажите, в чем может быть причина и ориентировочная стоимость ремонта? Спасибо! |Менять сенсорное стекло. 2300 руб. |user888@mail.ru
889|880|антон|26.07.2010|здравствуйте! уронил телефон samsung полетела сенсорика, сколько будет стоит починка ???|От 1600 до 2300 в зависимости от модели вашего самсунга. |user889@mail.ru
890|890|Александр|26.07.2010|После падения телефона (Nokia N95)перестал работать встроенный GPS приемник. Спутники не определяются, пробовал разными заведомо рабочими программами навигаторами, которые до падения работали. Что может быть и сколько будет стоить ремонт.|Примерно 1200.|user890@mail.ru
891|890|Ира|11.07.2010|Здравствуйте,у меня SE Aino.много падал и клавиатура была залита,сдавала на диагностику,сказали нужно менять touch screen и шлефовку делать.в др городе в ремонте сказали,что деталей нет.появятся не скоро.пробовали вставить другие,но не подошли..через сколько они появятся или может у вас есть?|Найдем. 2300 составит ремонт. |user891@mail.ru
892|890|Илья|10.07.2010|Здравствуйте. Имеется КПК FS C550, не реагирует на кнопку вкл. При подключении зарядки - есть заставка (горы снежные) и подсветка кнопок, и всё. Возможен ли ремонт, и примерная стоимость?Спасибо.|Скорее всего накрылась кнопка вкл. Ремонт составит 900 руб. |user892@mail.ru
893|890|Анна|08.07.2010|Здравствуйте! У меня HTC 3450  постоянно пишет что нехватает памяти для выполнения задачи. Ск будет стоить увеличение памяти ?|Надо скорее всего перепрошить. 1200 руб. |user893@mail.ru
894|890|Андрей|08.07.2010|Здравствуйте! У меня htc tatto перестал реагировать на прикасание к экрану а так все работает,что может быть помогите,подскажите,стоит тратить время или нет.Заранее благодарю.|Надо посмотреть, но примерно расчитывать на 2300 руб. |user894@mail.ru
895|890|Вячеслав|05.07.2010|Здравствуйте!У меня Samsung I-900. При зарядке в полевых условиях перепутали полярность. Сейчас не включается, а при вставленном аккумуляторе - греется. Можно ли отремонтировать и сколько ориентировочно будет стоить?|Отремонтировать можно, но сначала придется делать бесплатную диагностику. |user895@mail.ru
896|890|Оксана|05.07.2010|Здравствуйте! У меня nokia X6. Сколько будет стоить замена сенсорной панели, сколько это займет времени и делается ли это в офисе на м.Римская?|Во всех офисах все одинаково делается и стоить это будет 2300 руб. |user896@mail.ru
897|890|Екатерина|04.07.2010|Здравствуйте, у меня телефон Сони Эриксон w760i , ему 1 год и уже второй раз ломается гнездо для зарядки...почему?и куда нужно обратиться для ремонта?|Ремонт составит 800 руб. Обратится можно в любой из офисов. |user897@mail.ru
898|890|Валерия|04.07.2010|Здравствуйте,у меня nokia 5530.На него пролили вино,перестал включаться и залило экран.Скажите пожалуйста сможете ли вы отремонтировать,сколько это будет примерно стоить и сколько примерно по времени?|Надо делать бесплатную диагностику. Разбег цены может быть большой от 800руб до 3000 руб. |user898@mail.ru
899|890|Антон|01.07.2010|Добрый день!При вскрытии повредил разъем дисплея на системной плате или сам дисплей в nokia 5530. Точно нужна перепайка разъема. Так же нужна диагностика системной платы и диспляе. Возможно это сделать у вас? Сколько примерно будет стоить?|Возможно, конечно. Если восстановить получится 1500, если менять 2200.  |user899@mail.ru
900|900|Дарья|30.06.2010|Здравствуйте, скажите, сколько будет стоить замена задней панели на Айфон 3g 8г? Белого цвета, желательно оригинальную. Если неоригинальная, то есть ли различия между оригиналом и неоригиналом?И возможна ли замена, если я приду со своей панелькой? Сколько будет стоить?Спасибо.|2500.  Со своей 1500. |user900@mail.ru
