116|110|роман|06.03.2016|планшет I960Видимо что то со шлейфом сенсора дисплея или его контактами.Отсоединял, присоединял не помогло.Дефект остался прежним - треть верхней части дисплея, если планшет расположить горизонтально, не реагирует на прикосновения...Визуально трещин нет, пятен или каких либо подтёков от попадания жидкости тоже нет.Дефект проявился после того как я наклеил плёнку на экран, попрыскав на неё жидкостью для мониторов.Подскажите пожалуйста стоимость ремонта (минимум .... максимум).|1000- 3000|user116@mail.ru
117|110|ShizZ|05.03.2016|можно ли у вас купить гдездо подключения наушников для плеера NWZ-S756|нужна фотка разъма|user117@mail.ru
118|110|Валерий|03.03.2016|Прошу дать информацию по замене экрана на Телефон МТС 978(Alcatel One Touch Idol S)Спасибо!|Меняли много раз такие.|user118@mail.ru
119|110|Юрий|29.02.2016|Есть у вас экран на zopo zp980? Если есть то сколько будит его установить?|Стоимость работы по установке 1200+ сам дисплей.|user119@mail.ru
120|120|Юля|28.02.2016|поломка  дисплея (экрана) Samsung Galaxy K Zoom SM-C115 где есть запчасть и можно починить?|10 000р. За день сделаем|user120@mail.ru
121|120|Елена|25.02.2016|Здравствуйте! у меня AlcatelOT6037Y Idol2. После падения треснул экран и перестал работать сенсор. Скажите, пожалуйста, во сколько примерно мне обойдется ремонт и в какие сроки?|4000 за день сделаем.|user121@mail.ru
122|120|Владимир|24.02.2016|9 февраля 2016 года сдал в ремонт у м. Кузьминки Леново В 6000 замена дисплея. № квитанции 012561. Мастер обещал позвонить. Не позвонил до сих пор. А вчера увидел что здание где была мастерская снесли. Телефоны не отвечают. Что делать?|Телефоны из этой мастерской выдаются в офисе на Павелецкой. Мы с вами свяжемся.|user122@mail.ru
123|120|Ираклий|18.02.2016|Xiaomi redmi note 2 не распознает симку никакую оба слота не работают. Стоимость?|Без диагностики трудно сказать. Разные причины. 900-1500.|user123@mail.ru
124|120|Юрий|17.02.2016|Здравствуйте.Телефон Lenovo A1000, в рабочем состоянии, трещина в стекле.Подскажите стоимость и сроки ремонта.Возможно ли, чтобы телефон забрал и вернул ваш курьер?|2600 за день. Курьер туда сюда +400 руб.|user124@mail.ru
125|120|Ирина|17.02.2016|здравствуйте сколько будет стоить на телефоне alcatel one touch pop 2(5) замена экрана с тачскрином?|2700. |user125@mail.ru
126|120|Елена|14.02.2016|Здравствуйте! Проводите ли вы ремонт в присутствии клиента, или вам надо оставлять телефон на некий срок? Диагностика не требуется. Нужна замена разъема наушников.| |user126@mail.ru
127|120|Ирина|13.02.2016|Принимаете ли Вы планшеты на запчасти и сколько это будет стоить?            1.Acer Iconia A1-810 - разбито стекло 2.Acer Iconia A1-841 - разбито стекло|5000, 4500.|user127@mail.ru
128|120|Анвар|10.02.2016|У меня не включается Телефон модель HTC Diesel G700 чем проблема|Много причин может быть.|user128@mail.ru
129|120|Андрей|09.02.2016|можете ли заменить разьем микро usb на телефоне Xiaomi если да , сколько нужно денег и времени?|1200 за час.|user129@mail.ru
130|130|Игорь|03.02.2016|Сломалась кнопка ВКЛ/выкл у смартфона fly lQ 4404,Можно ли у вас ее поставить и сколько это будет стоить?|Замена кнопки включения на fly iq4404 будет стоить 700 руб.|user130@mail.ru
131|130|Федор|01.02.2016|Болтается разъем microusb в телефоне Ginzuu R8 Dual. Перед смертью, видимо, закоротил и эффектно сжег зарядное устройство синем пламенем. Если ремонт будет состоять только в замене разъема, сколько это будет стоить? Спасибо!|800-1000 руб.|user131@mail.ru
132|130|Артём|27.01.2016|Добрый день! Подскажите, пожалуйста, вы видео-няни ремонтируете? Модель Motorola MBP36S.|Давайте посмотрим.|user132@mail.ru
133|130|Сергей|26.01.2016|Добрый день! Треснул тачскрин на планшете Chuwi Hi10. Чините такие? Сколько будет стоить?|Надо подбирать по размеру стекла и шлейфу. Вобщем надо смотреть. Сходу сказать не готовы.|user133@mail.ru
134|130|Роман|26.01.2016|Здравствуйте имеют телефон нокиа люмия 530 дуал сим при воспроизведении музыки, иногда телефон просто показывает заставку и всё. Прочитал что нужна замена динамика отвечающего за это, так почему ориг. деталь прожила меньше года?|1000 руб.|user134@mail.ru
135|130|Вера|25.01.2016|Здравствуйте!упал смартфон Huawei Ascend G 525 трещина на экране, сенсор работает, сколько будет стоить замена (полная цена)?|1200 с вашей деталью. 3500 с нашей.|user135@mail.ru
136|130|владимир|20.01.2016|Здравствуйте, подскажите пожалуйста сколько будет стоить перепрошивка планшета PIPO M6PRO|1300|user136@mail.ru
137|130|Евгений|18.01.2016|Сколько будет стоить замена стекла для планшета Asus MeMO Pad 10 ME102A? Экран картинку отображает, на прикосновения реагирует.|3500|user137@mail.ru
138|130|Михаил|12.01.2016|Добрый день! На Samsung Galaxy S3 mini разбилось стекло, тач не пострадал. Сколько стоит поменять и как долго выполняется работа? Спасибо.|3500. |user138@mail.ru
139|130|Александр|10.01.2016|Привет, телефон Xiaomi redmi note, заряжается только под определённым наклоном micro-usb разъёма.Сколько будет стоить ремонт? И сколько по времени? Интересует офис в Новогиреево.|1200|user139@mail.ru
140|140|пётр|10.01.2016|Планшет HUAWEI 10-ый замена разьёма зарядки и стекла экрана. Во сколько обойдётся по деньгам и по времени? Спасибо.|3500|user140@mail.ru
141|140|Юлия|04.01.2016|Добрый день! Необходима замена дисплея в смартфоне Sony Xperia Z3 dual (белый). Какие сроки исполнения? Спасибо|6500|user141@mail.ru
142|140|Сергей|24.12.2015|Здравствуйте!Сколько будет стоить замена матрицы на ASUS N56D(экран матовый)?|7500|user142@mail.ru
143|140|Инна|24.12.2015|Здравствуйте, не заряжается электронная книга Sonny PRS 350. Сколько будет стоить ремонт?|1000-1200|user143@mail.ru
144|140|Евгения|23.12.2015|"Здравствуйте!""Оторвался"" дисплей на Iphone 5c, экран отходил и был треснут давно. Телефон работает, но сами понимаете, что с такой проблемой экран и сам сенсор не работает. Сколько будет стоить замена экрана и дисплея? Сколько это займёт по времени?"|5900. 1 час.|user144@mail.ru
145|140|Павел|16.12.2015|Добрый день. Планшет Asus Nexus 7 из самой первой ревизии, 2012 год - треснул сенсорный экран, после того как ребенок со злости его укусил,играя в игру. Планшет работает, всё в порядке, но почти половина экрана не реагирует на нажатие. Сколько будет стоить заменя сенсорного экрана?|2500|user145@mail.ru
146|140|Андрей|15.12.2015|Не работает сенсор на Sony Xperia z Какова цена замены и время работы?|4300 все вместе. 40 минут.|user146@mail.ru
147|140|Павел|15.12.2015|Добрый день! Очень быстро, буквально моментально разряжается планшет Texet TM-9747BT. Чините такие? Видимо нужна замена аккумулятора... Сколько будет стоить?|1200.|user147@mail.ru
148|140|Юлия|04.12.2015|Здравствуйте!Смартфон ZTE GRAND X. Что-то с дисплеем. Иногда не снимается блокировка, не могу ответить на звонок. Сенсорные функциональные клавиши трудно откликаются на нажим, не могу сбрасывать те приложения, кот.уже мне не нужны и из-за этого быстро садится батарея. Подскажите, пож-та, какой ремонт необходим и стоимость. Спасибо.|Надо смотреть. Примерно 1500.|user148@mail.ru
149|140|Сергей|02.12.2015|Доброго времени суток, подскажите есть ли возможность ремонта huawei p 8.В слот для сим карты /карты памяти попал посторонний предмет, Слот заклинило. самостоятельно извлечь слот не удалось, скрепка обломалась, часть скрепки осталась в отверстии для извлечения слота.  Я иногородний, если есть возможность, подскажите сколько это займет времени. Спасибо!С Уважением, Сергей!|1000 р.|user149@mail.ru
150|150|Юра|30.11.2015|Здраствуйте, расшатан microusb разьем для зарядки, т.е. при зарядке, приходиться выгибать провод, что бы он начал заряжать. Сколько будет стоить, и по времени сколько займет ремонт? Fly IQ446 Magic|800-1000руб.  30-45 минут.|user150@mail.ru
151|150|Александр|29.11.2015|Треснуло стекло у телефона ZTE v815w. Сколько будет стоить замена и сколько времени она займет?|1900 руб с работой и деталями. Делать будем часа 3.|user151@mail.ru
152|150|Валерия|26.11.2015|Здравствуйте, электронная книга Texet перестала включаться. При включении зарядки не реагирует и когда подключаешь ее к компьютеру(это уже через другой разъем) не реагирует тоже. Что это может быть и сколько будет стоить ремонт?|Примерно 1200.|user152@mail.ru
153|150|Андрей|26.11.2015|Здравствуйте, сколько будет стоить заменить дисплей МТС Smart Start?Запчасть  я  уже  нашел тут  , а то все пишут чтонет в наличии :)  Только я сам установить не могу(((Интересует установка стоимость и сроки, гарантия! Очень срочно! Спасибо!| |user153@mail.ru
154|150|Ирина|25.11.2015|Добрый день! Мне нужно заменить экран на корпоративном мобильном телефоне Nokia Lumia 620. Подскажите, можете ли вы выставить счет на ремонт в электронном виде(в формате эксель) для согласования ремонта внутри моей организации?Спасибо.|Можем выставить счет и оплатите безналом.|user154@mail.ru
155|150|Татьяна|25.11.2015|Добрый день!Хотела поинтересоваться, хочу поменять экран на телефоне Леново р 780, какая будет полная цена ремонта и запчасти.|3600|user155@mail.ru
156|150|Андрей|12.11.2015|"Здравствуйте!Телефон ""Самсунг галакси с три"" начал неконтролируемо перезагружаться. Видимо проблема в контакте кнопки ""вкл/выкл"". Это лечится? Если да, то сколько стоит ремонт?"| |user156@mail.ru
157|150|Виктор|11.11.2015|Сколько по времени происходит замена экрана на Sony z3 compact?Возможно ли забрать в день сдачи? Спасибо|Делаем в этот же день.|user157@mail.ru
158|150|Valeriy|09.11.2015|Здравствуйте. Включенный телефон NOKIA 6300  неожиданно отключился полностью. При подключении к зарядке разово мигают два синих светодиода, телефон по индикатору зарядки заряжается и больше ничего не происходит.  Экран темный. Возможно ли отремонтировать телефон?|Можно 800 руб.|user158@mail.ru
159|150|Анастасия|07.11.2015|Здравствуйте! Сколько будет стоить замена дисплея на Lenovo Tab A8? И сколько времени займет ремонт?|3800 все вместе. 3 часа.|user159@mail.ru
160|160|Юрий|06.11.2015|здравствуйте.есть ли у вас в наличии батарея на планшет oysters t72v какая цена?|С заменой 1500.|user160@mail.ru
161|160|Андрей|03.11.2015|Добрый день!Сколько будет стоить замена гнезда зарядки на планшет samsung galaxy note 10.1|1600|user161@mail.ru
162|160|Андрей|29.10.2015|Добрый день! Сколько по времени занимает замена экрана на Nokia Lumia 930? Где могут выполнить ремонт в день обращения?|Везде за 2 часа.|user162@mail.ru
163|160|алена|29.10.2015|Добрый день !скажите пожалуйста вы сможете поменять тачскрин у twinovo?сам тачскрин есть новый,если да сколько будет стоить?|1200 руб. Сможем конечно.|user163@mail.ru
164|160|Дмитрий|27.10.2015|На nexus 4 E960 нужно поменять гнездо зарядки - новое гнездо+установка сколько стоит? Сколько ремонт займет по времени? (заднее стекло треснуто, то же интересует цена и стоимость работ)|1500  с работой. 1 час.  Заднее стекло только под заказ, дня 2,  1000 руб. |user164@mail.ru
165|160|Андрей|23.10.2015|Здравствуйте! подскажите, сколько стоит, вместе с работой, замена стекла и скринтача на NEXSUS 7  с LTE|5600 руб.|user165@mail.ru
166|160|Игорь|22.10.2015|Здравствуйте!нужен дисплей на тел.*explay primo* 2.2 дюйм.цена|1400 руб с работой.|user166@mail.ru
167|160|Эдуард|19.10.2015|Сколько будет стоить замена зарядного разъема на планшете Lenovo 3300|1600|user167@mail.ru
168|160|Андрей|19.10.2015|Motorola xt910 MaxxRazer - 3 года. Один хозяин.Телефон перестал загружаться. Не падал, не подвергался физическим воздействиям. За месяц до, производился откат до настроек производителя.Есть мастер, который занимается телефонами Моторола?|Есть. |user168@mail.ru
169|160|Екатерина|17.10.2015|Здравствуйте! Вы бы не могли сказать, можно ли у Вас поменять экран на планшете Oysters T14N 3G, и сколько это будет стоить????|2900.|user169@mail.ru
170|170|Екатерина|17.10.2015|Здравствуйте! Вы не могли бы сказать, можно у вас поменять экран на планшет OYSTERS T14N????|Работа по замене обойдется в 1400 руб. Если у вас есть дисплей. Если нет, то все вместе 2900.|user170@mail.ru
171|170|владимир|12.10.2015|Здравствуйте. Сколько стоит замена стекла на люмию 930. Экран цел.|На эту модель меняется в месте с дисплеем. 11 000.|user171@mail.ru
172|170|Николай|10.10.2015|Здравствуйте!Подскажите, сколько будет стоить и какой срок исполнения работ, если необходимо заменить жесткий диск ноутбука DELL Vostro 3750. На данный момент установлен жесткий диск TOSHIBA MK5056GSY, который вышел из строя. Нужно поставить такой же или аналогичный диск. |Работа 1000 +стоимость диска.|user172@mail.ru
173|170|Александр|06.10.2015|Добрый день. Подскажите пожалуйста что можно сделать и какова стоимость ?  При ответе на звонок и либо каких других действиях выскакивает на экран клавиатура ( Fly IQ4415 Quad). Заранее спасибо.|Надо смотреть. Возможно залипает тачскрин.|user173@mail.ru
174|170|Ирина|05.10.2015|Здравствуйте!Игровая консоли Dexp Skadi перестала заряжаться. Проблема или в зарядном или в гнезде консоли. Сколько будет стоить устранить неполадку? Спасибо.|1200. Скорей всего гнездо зарядки надо заменить.|user174@mail.ru
175|170|Андрей|02.10.2015|Здравсивуйте! скажите, сколько будет стоить замена микрофона на xperia m4 aqua dual, и как долго?|2500. Примерно 2-3 часа.|user175@mail.ru
176|170|Алексей|22.09.2015|"Здравствуйте! Возникла проблема с планшетом asus zenpad c 7.0 z170cg. Планшет включается, но не загружается (""зависает"" на стадии загрузки). Возможно ли отремонтировать и сколько это будет стоить?"|Возможно перепрошивка поможет. Если поможет, то 1500. Если не поможет денег не берем, но будем смотреть дальше.|user176@mail.ru
177|170|Виталий|07.09.2015|Здравствуйте!Треснул экран на Сасунг Гэлакси  S3 Сколько будет стоить замена!?|Цена по сайту.|user177@mail.ru
178|170|Николай|06.09.2015|Постирал портативный плеер Astell & Kern AK Jr. Сможете ли осуществить ремонт? (Модель новая и редкая) и примерно сумму.|1200|user178@mail.ru
179|170|Лика|06.09.2015|здравствуйте! упал телефон мегафон логин +, треснул экран и не реагирует сенсор. сколько будет стоить ремонт и какая цена? спасибо!|2700|user179@mail.ru
180|180|Виктор|02.09.2015|Добрый день! Треснул экран у Планшета Asus Fonepad 7 FE170CG 8Gb Black, на касание не реагирует, но работает, сколько будет стоить ремонт? Спасибо| |user180@mail.ru
181|180|Анна|31.08.2015|Здравствуйте! Хотелось бы узнать сколько будет стоить ремонт планшета Prestigio (модель: PMP5785C3G_QUAD) и каковы сроки ремонта?|Что именно сломано? или не включается?|user181@mail.ru
182|180|Анна|31.08.2015|Добрый день! Подскажите пожалуйста, осуществляете ли ремонт телефона Самсунг Галакси А7? Пропадает звук при разговоре, в воду не попадал.Телефон на гарантии. и какова приблизительная стоимость замены, если выяснится, что это не производственный дефект?|Надо делать диагностику. Лучше вам обратиться по гарантии.|user182@mail.ru
183|180|Анастасия|28.08.2015|Здравствуйте! Есть Fuhu NABI2-NV7A, купили в США. Лежал на диване, ребенок (15 кг) надавил коленом на экран, экран лопнул где-то внутри. То есть в выключенном виде никаких повреждений не видно, а во включенном - светятся осколки всех цветов радуги. Можно ли починить? Спасибо :)|Надо будет заказывать.|user183@mail.ru
184|180|Дмитрий|27.08.2015|Здравствуйте!!! Телефон samsung galaxy core duos GT-I8262 постоянно выключается и высвечивается ошибка RAMDUMP mode (arm9 mode). Сброс на заводские настройки результата не дал. В чем причина и сколько будет стоить ремонт? Спасибо!|Надо пробовать прошивать, если результата не будет денег не возмем.|user184@mail.ru
185|180|Юлия|24.08.2015|Добрый день, сколько будет стоить замена экрана на ноутбуке Samsung (черные полосы)?|3500-5500 в зависимости от модели. Samsung это не модель, а бренд|user185@mail.ru
186|180|Ирина|17.08.2015|сколько будет стоить заменить сенсорное стекло на планшете Prestigio Multipad 7.0 Prime Duo 3G ?|2800|user186@mail.ru
187|180|Ольга|07.08.2015|Здравствуйте. Сколько будет стоить замена аккумулятора в смартфоне Сони ZL? В какие сроки это можно осуществить?|2000 сделаем за 2 часа.|user187@mail.ru
188|180|Кирилл|07.08.2015|У вас еще можно заменить тачскрин на qumo quest 507? И в какую цену?|2500|user188@mail.ru
189|180|Галина|06.08.2015|Добрый день, телефон Htc desire 816 немного намок и теперь на экране вверху постоянно горит значок микрофона ( как наушники), только не наушники, а вроде именно микрофон,  и из-за этого невозможно звонить и слушать музыку через динамики, если вставить наушники то более менее все нормально, если их вытащить - то какое то время тоже все нормально, а потом этот значок появляется снова. В чем проблема? и сколько будет стоить отремонтировать данный дефект?|2000 |user189@mail.ru
190|190|Наталья|06.08.2015|"Здравствуйте! На планшете Samsung Galaxy Note 10.1"" GT-N8000 работает половина экрана,вторая половина покрылась разноцветными  вертикальными полосами.Механических повреждений нет:не роняли и не заливали.Скажите пожалуйста,что это может быть и сколько будет стоить ремонт с вашими запчастями?"|6000|user190@mail.ru
191|190|Дмитрий|04.08.2015|Здравствуйте! Есть возможность отремонтировать(либо перепаять, либо заменить, надо смотреть) аудио разъем плеера Explay M8, начал барохлить. Если да, то какая стоимость ремонта?|600 руб.|user191@mail.ru
192|190|Дарья|29.07.2015|телефон перестал ловить сеть,выключили для перезагрузки, а он так и не включился. зарядка была 50 процентов,кнопка включения в порядке,на зарядное устройство не реагирует, сказали процессор пострадал.сколько будет стоить и сколько по времени займет ремонт. телефон-philips w732/|2500|user192@mail.ru
193|190|Владимир|28.07.2015|Здравствуйте. Купил HTC one (M7) почти 2 года назад. В режиме ожидания батареи хватало на 5 дней. Пару дней назад батарея стала садится (в режиме ожидания) буквально за день. После вчерашнего обновления Андроид 4.4.2 и HTC Sense 6.0 , батарея села со 100% до выключения телефона за 7,5часов (в режиме ожидания). Вопрос: Это нормально, или кирдык батарейке? (интернет, блютуз, вайфай и т.д. выключены. Приложения закрыты) С ув. Владимир|Скорее всего батарея сдохла.|user193@mail.ru
194|190|Артем|24.07.2015|Добрый день!Интересует замена модуля ( дисплей+ тачскрин в сборе) на sony xperia z3 tablet compact.|8500|user194@mail.ru
195|190|Тигран|23.07.2015|Сколько будет стоить замена материнской платы xperia m dual?|4500|user195@mail.ru
196|190|Алена|21.07.2015|На телефоне Lenovo Vibe X2 не работает основная камера.Какие сроки и стоимость замены камеры? и есть ли в наличие в Новогиреево 23.07.2015Спасибо|1800 В наличии нет ни у нас, ни у кого-либо другого. надо смотреть, может и не совсем в ней дело.|user196@mail.ru
197|190|Вячслав|21.07.2015|У моего китайского смартфона samsung s5 g900f нет перемещения на SD карту,короче говоря не пишет на SD карту.|Надо прошивать. 1100 руб.|user197@mail.ru
198|190|Александр|21.07.2015|Здравствуйте. На телефоне Philips W732 нужно заменить фото камеру. Это возможно, как долго и сколько стОит|1100. за день сделаем.|user198@mail.ru
199|190|Анна|21.07.2015|Здравствуйте!Ваш сервисный центр числится в списке по ремонту продукции МТС, но в перечисленных обслуживаемых компаниях МТС не значится.Принимаете ли вы к ремонту продукцию МТС? или больше не работаете с данной маркой?|Мы работаем с любыми марками и моделями сотовых телефонов, планшетов и ноутбуков.|user199@mail.ru
200|200|Николай|19.07.2015|Телефон Alcatel One Touch Pop 2(5) 7043Y LTE разбито стекло. Трещина на четверть экрана, работает.Сколько стоит стекло+замена?|2800.|user200@mail.ru
